Sample_text,Category,Final Label,Female_biased,Not Female_biased
এটা সত্যি যে মেয়েরা  সবকিছু নষ্ট করে দিচ্ছে,Gender,Hateful,Harmful,Harmful
"সত্যি বলতে কি, আমাদের মেয়েদের ছাড়া আরও ভালো হতো",Gender,Hateful,Offensive,Harmful
ওর মত ছেলেকে কুওা দিয়া চোদানো দরকার,Gender,Hateful,Sexual Harassments,Sexual Harassments
ওর মত পুলারে মেরে ফেলা দরকার,Gender,Hateful,Violence,Violence
ওর মতো ছেলেকে গরম তেল গা য়ে ঢেলে মারতে হবে তিল তিল করে,Gender,Hateful,Violence,Violence
ওর সোনা কেটে ওর হাতে দেয়া হোক,Gender,Hateful,Violence,Violence
ওরাকম ছেলের মেরে ফেলা উচিত,Gender,Hateful,Violence,Violence
ওরে আমার কাছে একটু পাঠিয়ে দেয়। এই বয়সে ওকে ওয়াজ করতে দেয় কেন? ওর খতনা হইছে তো?,Gender,Hateful,Harmful,Offensive
ওরে নেন্টা করে চুদে দিলেও ওটা এর কাচে নরমাল হবে কারন ব্যাসসার ঘর থেকে ব্যাসসা ই জন্ম নেয়,Gender,Hateful,Sexual Harassments,Sexual Harassments
ওরে প্যান্ট খুলে সোনায় লাত্থাইয়া বীচি ফাটাইয়া ফালাতে ইচ্ছা করছে,Gender,Hateful,Sexual Harassments,Sexual Harassments
কচি মেয়ে খাওয়ার অভ্যাসটা কাওউয়া কাদেরের আর গেলো না।,Gender,Hateful,Offensive,Harmful
কত বেডার সোদা কাইছে হিতি নিজে ও জানে না,Gender,Hateful,Offensive,Offensive
কম হলে জন চুদিছে আখিকে,Gender,Hateful,Sexual Harassments,Sexual Harassments
কয় টাকা লাগবে খেলতে তার ভোদায়,Gender,Hateful,Sexual Harassments,Sexual Harassments
কাকা আপনার চোদা কেউ গাভিন হচ্ছে না কেন,Gender,Hateful,Sexual Harassments,Sexual Harassments
কাকু তুমারে পাইলে তুমার মুখে সিষার ডালাই দিতাম,Gender,Hateful,Violence,Violence
কাদিরের মা কে চুদি। এ সব টাকা গুলো জনগনের টাকা। মানুষের টাকা চুরি করে এসকরছে।।,Gender,Hateful,Sexual Harassments,Sexual Harassments
কাদেরের মারে চোদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
কামরুল রিফাতের মায়েরে আজকে চোদিছি,Gender,Hateful,Sexual Harassments,Sexual Harassments
কি বলবো তবে একদিন ওর ছেলে ওরে মারবে,Gender,Hateful,Violence,Violence
কি হিংসে হয় আমার মত হতে চাও আমি তর মা কে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
কু পুত্র ওকে ফাঁসি নয় ওকে তিলে তিলে অসয্য যন্ত্রনা দিয়ে মারা হক,Gender,Hateful,Violence,Violence
কুতা দিয়া চুদা মিথিলাকে,Gender,Hateful,Sexual Harassments,Sexual Harassments
কে কে পপনকে চুদবেন হাত তুলেন,Gender,Hateful,Sexual Harassments,Sexual Harassments
কেমন ছেলে বাবার গায়ে হাত তুলে আমি হলে ছেলেটাকে মারতাম,Gender,Hateful,Violence,Violence
কেয়ামতের আগে পর্যন্ত দেওয়ানবাগীকে পুটকিমারা উচিত,Gender,Hateful,Violence,Violence
কোই গান গাইলো।তোর মারে চুদলো।,Gender,Hateful,Sexual Harassments,Sexual Harassments
খানকির পোলারে জুতা দিতে পিডানোর দরকার। ভিডিও ফুটেেজ সব পরিষ্কার হয় গেছে আর সালা নাকি এইটা তদন্ত করবে।,Gender,Hateful,Violence,Violence
খালাম্মা আপনারা কি একটু চোদা যাইবো বিকিনি কি আর পন তারকা কি বুজাইয়া দিতাম,Gender,Hateful,Sexual Harassments,Sexual Harassments
খুব তাড়াতাড়ি মিথিলার অনেক বড় রোগ হবে আল্লাহর তরপ থেকে।,Gender,Hateful,Harmful,Harmful
গনো ধোলাই দাও ছেলেকে,Gender,Hateful,Violence,Violence
ঘৃণা করি ওনার মেয়েকে লাথি মারি ওনার মেয়ে র মুখে,Gender,Hateful,Violence,Violence
চুদা খাওয়া নাইকা,Gender,Hateful,Sexual Harassments,Sexual Harassments
চুদে চুদে ওর গুদের রস সব শুকিয়ে পেলানো উচিত,Gender,Hateful,Sexual Harassments,Sexual Harassments
চুদে চুদে বুনি টিপে ভোদা চেটে চেটে ফাটিয়ে ফেলেছে হায় হায় কয় কি,Gender,Hateful,Sexual Harassments,Sexual Harassments
চৈতালি চুদে দিয়ে হাত তালি,Gender,Hateful,Sexual Harassments,Sexual Harassments
চৈতালি রায় কে চুদার দরকার,Gender,Hateful,Sexual Harassments,Sexual Harassments
চোদা যাবে রেশমি,Gender,Hateful,Sexual Harassments,Sexual Harassments
চ্যানেল এডমিন তোর মা কে কাও চোদে,Gender,Hateful,Sexual Harassments,Sexual Harassments
ছেলে টাকে জুতো পিটা করা দরকার,Gender,Hateful,Violence,Violence
ছেলে টিকে দইরা মাইরা ফালানো উচিত,Gender,Hateful,Violence,Violence
ছেলেকে জুতো দিয়ে মার দরকার,Gender,Hateful,Violence,Violence
ছেলেকে পাইলে আমি ওরে মেরে ফেলবো ওকে মেরে কুত্তা দিয়া খাওয়ানো দরকার,Gender,Hateful,Violence,Violence
ছেলেদের যেভাবে অপমান করছে।।আমি জাজদের চুদি,Gender,Hateful,Sexual Harassments,Offensive
জন্ম গত সমস্যার কারনে মিন্নীর এমন অবস্হা মিন্নী কে এন কাউন্টারে ফেলা দরকার।,Gender,Hateful,Harmful,Harmful
জবাকে আমি চুদব,Gender,Hateful,Sexual Harassments,Sexual Harassments
জবাকে গোয়া মারা জাবি,Gender,Hateful,Sexual Harassments,Violence
জবার আমি চুদতাম,Gender,Hateful,Sexual Harassments,Sexual Harassments
জবার গুদ মারতে কত রুপী পরের ভিডিওতে জানিয়য়ে দিবেন দাদা,Gender,Hateful,Sexual Harassments,Sexual Harassments
জাজাদের দুধ টিপে মারা উচিৎ,Gender,Hateful,Violence,Violence
জারা বাজে কমেন্ট করলে আসলে তদের মাকে জিগাস করিস তদের মাকি চুদা খেয়েচে কত জনের,Gender,Hateful,Sexual Harassments,Sexual Harassments
জিবনে প্রথম তর বুদাটাকে দুই ট কাঁচামরিচ দিমু,Gender,Hateful,Offensive,Not Hateful
জুতা পিটা করো রানুকে,Gender,Hateful,Violence,Violence
জুতা মদির কপালে,Gender,Hateful,Offensive,Offensive
জুতা মার তালে তালে পাপনের গালে,Gender,Hateful,Violence,Violence
জুতা মার সাকিব কে,Gender,Hateful,Violence,Violence
জুতা মারি পাপনের কপাল,Gender,Hateful,Violence,Offensive
জুতাপেটা করা দরকার দেওয়ানবাগীর,Gender,Hateful,Offensive,Offensive
ঝমুনার মাকে চুদি চ্যানেল তুর মাকে চুুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
টাকা তোর গুদের ভেতর দিব,Gender,Hateful,Sexual Harassments,Sexual Harassments
টাকা তোর মায়ের ভোদায় দিবো,Gender,Hateful,Sexual Harassments,Sexual Harassments
ঠাটা পরবে দুধের উপর তোর বেয়াদব মহিলা আগেও খারাপ ছবি করছে আর এখন খারাপ ভাবে সাংবাদিক এর সামনে আসছে,Gender,Hateful,Sexual Harassments,Offensive
ডিসির বৌ এখন খুব সুবিধা পাবে পর পুরুষের সাথে চুদাচুদি করতে পারবে,Gender,Hateful,Sexual Harassments,Sexual Harassments
তকেচুদে বুদা ফাটিয়ে দেব,Gender,Hateful,Violence,Violence
তর বগবানের ধনটা কাইট্টে তর মার সোনাদে ডুকাইয়া দিমু,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মা রে কুতা দিয় চুদা,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মাইরে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মার বিতর হানদায়া দিমু,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মারে খেলছে,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মারে চুদার কবর কও,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মারে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মারে চুদি তই জানস,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মারে চুদি তরে ও চুদি তর বুনরে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মারে চুদি বেশি বেশি ভিউ তর মার মাংগের ভিতরে ডুকা তর মারে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
তর মারে চোদি নাম বলস না কেন,Gender,Hateful,Sexual Harassments,Sexual Harassments
তরমারে চুদছে,Gender,Hateful,Sexual Harassments,Sexual Harassments
তরে চুদি তর বোনকেও চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
তরে চোদতে কত লাগবে,Gender,Hateful,Sexual Harassments,Sexual Harassments
তাই বোদাত মরিচের গুড়া দেওয়া দরকার,Gender,Hateful,Offensive,Not Hateful
তারে ভাই কেউ আছড়াইয়া মাইরালায় না কেন,Gender,Hateful,Violence,Violence
তারেক জিয়া তুরে চুদেছে,Gender,Hateful,Sexual Harassments,Sexual Harassments
তাসকিনকে জুতামারা উচিত,Gender,Hateful,Violence,Violence
তাসকীনের গুয়া মার তরা দুইজন,Gender,Hateful,Sexual Harassments,Sexual Harassments
তুই যখন তোর বৌ এর সঙ্গে সঙ্গম কোরতে যাবি তখন গ্রামের লোকেরা এসে তোকে পেটাবে এবার,Gender,Hateful,Violence,Violence
তুগো দালালের মাইরে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
তোক কি মিনিন চদবা দিছে,Gender,Hateful,Sexual Harassments,Sexual Harassments
তোগো মতো লোককে জুতা মারা দরকার,Gender,Hateful,Violence,Violence
তোর গুদমেরে তোকে স্বাধীন করবো,Gender,Hateful,Sexual Harassments,Sexual Harassments
তোর গূদ মারতে গেলে বিএসএফ ভারতের সেনা,Gender,Hateful,Violence,Violence
তোর পোলারে তুই চুদোচ,Gender,Hateful,Sexual Harassments,Sexual Harassments
তোর বাবাকে ও চুদি তোর ভন্ড জিকির ও চুদি।,Gender,Hateful,Sexual Harassments,Sexual Harassments
দেওয়ান বা গিরে জুতু পিটা করে মেরে পেলা হউক।।,Gender,Hateful,Violence,Violence
দেওয়ান বাগীর পুটকী দিয়ে গরম ডিম দেওয়া দরকার,Gender,Hateful,Sexual Harassments,Sexual Harassments
নুনু কেটে দে,Gender,Hateful,Violence,Violence
নুনুর গোড়া থেকে কেটে দাও হাতেনাতে ধরা আবার অস্বীকার করে!!,Gender,Hateful,Violence,Violence
নুরার পাছায় গরম ডিম চাই,Gender,Hateful,Sexual Harassments,Sexual Harassments
নোমো তোর মাকে বাশ দিমু,Gender,Hateful,Violence,Violence
পরিচালক তর মাইরে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
পরিচালকের মায়রে চুদি ড়িরকটারের মায়রে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
পাপন কে জুতা দিয়ে পিটিয়ে বিসিবি থেকে বের করে দেয়া হউক,Gender,Hateful,Violence,Violence
প্রথমে তোর দুধে মারমু দোন।তারপর ভুদাই মারমু তারপর মুখে মার মু দোন,Gender,Hateful,Sexual Harassments,Sexual Harassments
বান্ধির পুত তরে পাইলে মখের ভিতর ধন খাওয়াইতাম।।।,Gender,Hateful,Sexual Harassments,Sexual Harassments
বাপ্পির বইনেরে পোন্দাই বাজতিরে পোন্দাই,Gender,Hateful,Sexual Harassments,Sexual Harassments
বাংলাদেশ হইলে ওই ব্যাডাকে প্রতিবেশীরাই মাইরে ফেলতো তারপর পুলিশ ডাকতো,Gender,Hateful,Violence,Violence
বাংলাদেশে পাঠাবে মদি কে পুটকি মেরে মাইরালাব বাঙালিরা,Gender,Hateful,Violence,Violence
বিচারক একটা ছিল তিন বিচি ওয়ালা মেয়ে দুই টা ছিল হালা গো রে জুতা মারার দরকার ছিল,Gender,Hateful,Offensive,Offensive
বিচারকে মা বোনে চুদি আই,Gender,Hateful,Sexual Harassments,Sexual Harassments
বিসিবি মায়েরে চুদি,Gender,Hateful,Sexual Harassments,Sexual Harassments
বুঝছি সালারপুতে চুদতে হবে। অল্প বয়সে বাল পেকে গেছে।,Gender,Hateful,Sexual Harassments,Sexual Harassments
ভাই ওরকথা শুনলে আমার শরীরে পেশার ওঠেযাই ওরে যদি একবার পাইতাম। ।শালার মাথার তার সব কইটা ছিড়া।,Gender,Hateful,Violence,Violence
"এখন দেখছি, স্বজন হারানোর বেদনার চেয়ে ক্ষমতা হারানোর বেদনা বেশি মহিলার।",Gender,Hateful,Harmful,Offensive
একটা মহিলা কত হিংস্র হলে দেশের সম্মান নষ্ট করার জন্য কি প্ল্যান করে,Gender,Hateful,Offensive,Offensive
কত জঘন্য মহিলা দেশের প্রধানমন্ত্রী ছিলো,Gender,Hateful,Offensive,Offensive
কত জঘন্য মহিলা বাংলাদেশের প্রধানমন্ত্রী ছিলো।,Gender,Hateful,Offensive,Offensive
এত নিকৃষ্ট পুরুষ কিভাব হয় এই দলকে আজীবনের জন্য জন্য বহিষ্কার করা উচিত,Gender,Hateful,Harmful,Harmful
লজ্জা শরম বলতে কিছু থাকলে এগুলো করত না পুরুষটি,Gender,Hateful,Offensive,Offensive
দুই ভাই সবসময় গাঁজায় মাতাল থাকে।,Gender,Hateful,Offensive,Offensive
বউকে মারবো।,Gender,Hateful,Violence,Violence
হুজুর টিক বলছেন,Gender,Hateful,Not Hateful,Not Hateful
হুজুর কথা গুলো সত্যি,Gender,Hateful,Not Hateful,Not Hateful
হুজুর আপনি ঠিক কথা বলেছেন গো,Gender,Hateful,Not Hateful,Not Hateful
text,Gender,Hateful,Offensive,Offensive
তোদের মতো কুত্তার বাচ্চারা সোনিকার মতো মেয়েরা পাইলে শিওর গ্যাংব্যাং দিবি,Gender,Hateful,Sexual Harassments,Sexual Harassments
এদের কে চোদ্দ বছরে ফাসি দেয়া হোক,Gender,Hateful,Violence,Violence
আর মানুষ পাইলি না জাফর বালডা রে কল দিছোস,Gender,Hateful,Offensive,Offensive
আজকের সো বালের হইছে  জমে নাই,Gender,Hateful,Offensive,Offensive
অন্যের ফাসি নিয়ে কতটা ভয়ংকর হয়ে উঠেছিল এই দিয়াজ আজ সে নিজেই ফাসিতে ঝুলতে হল  পাপে বাপ কে ছাড়েনা বুঝলেন,Gender,Hateful,Violence,Violence
তুই মরবি  হাসপাতাল নিয়ে যাবার জন্য সবাই কে ডাকবি কিন্তু কাউকে পাবি না  সবাই ভাববে প্রাংক,Gender,Hateful,Violence,Violence
গরুর হাটের ধোলাই ও মাফ চাওয়াটা কেমন ছিলো  আবাল,Gender,Hateful,Offensive,Offensive
ওই কুকুরের বাচ্চা মেয়ে দেখলে দন খারা হয়ে যাই নাকি সালার,Gender,Hateful,Harmful,Harmful
খানকির পোলার ওর আব্বা এক গোল দিলেই যাদু তোগের বিচারিক ঞ্জানের দোন ও নেই শালারা ওই দিন একাই পাচ পাচ টা গোল দিছে তার কোন খবর নেই,Gender,Hateful,Offensive,Offensive
সেসেরটা সুনে মন চেয়েছিলো ওকে জুতাদিয়ে পিটিয়ে,Gender,Hateful,Violence,Violence
এই সব বাইনছোদরে গারানো দরকার,Gender,Hateful,Harmful,Offensive
আগে নিজে লুচ্চামি ছাড়  ভালো হ মানুষের জন্য ভালো কিছু কর তারপর অন্যদের উপদেশ দিস অথবা অন্যের কাজের সমালোচনা করিস,Gender,Hateful,Offensive,Offensive
সূচি কে যদি ইচ্ছা মত জুতা পিটা করতে পারতাম একটু শান্তি পেতাম   সূচি আগে ঘর বন্ধি চিল আর এখন সূচিকে বাথরুম বন্দি করে খাওয়া না দিয়ে আটকে রাখা উচিত   এত গুলো অসহায় মানুষ মারার জন্য সূচির ফাসি চাই ফাঁসি চাই ফাঁসি চাই,Gender,Hateful,Violence,Violence
শেষের টা খানকীর পোলা,Gender,Hateful,Sexual Harassments,Sexual Harassments
প্লিজ কেউ কন্ড়ম চারা ওরে চুদবেন্না,Gender,Hateful,Sexual Harassments,Sexual Harassments
পুরো বাক্যটি হচ্ছে এই যে দাদারা শুয়োরের বাচ্চারা কুকুরের ছানারা যদি আপনাদেরকে কামড়ায় বা আচড়ে দেয় তাহলে এই,Gender,Hateful,Violence,Violence
আমার মতে ফাসি দেওয়া উচিত,Gender,Hateful,Violence,Violence
মালু গো চুদা মুদির জারজ সন্তান তোর দিদিরে কিন্তু চুইদ্দা মাইরা পালামু খানকির পোলা,Gender,Hateful,Sexual Harassments,Harmful
সত্য কথা বলেন না ফাসি হবে,Gender,Hateful,Violence,Violence
মাদারচুদ তরে দেখলেই মেজাজ খারাপ হয়ে যায়,Gender,Hateful,Offensive,Offensive
শয়তানের বাচ্চা মরিস না কেন,Gender,Hateful,Violence,Violence
দাদা আপনার কথা ভালো লাগলো এটাই মানুষের পরিচয় মানুষ মানুষই সে হিনদু হোক আর মুসলিম হোক কিছুদিন আগে একটি হিনদু মেয়েকে রেফ করেছিলো মেয়েটির নাম পুজা এতে কিনতু আমরা মুসলমানেরা ওই সাইফুলের ফাসির দাবি জানিয়েছিলাম,Gender,Hateful,Violence,Violence
ইংল্যান্ডের দেওয়া বাঁশটা হোগা থেকে আগে বের কর নাহলে বেঘোরে নির্ঘাৎ মারা পড়বি হালার পো হালা মালাউনের জাত,Gender,Hateful,Violence,Violence
এর বাজে পত্রিকা নয়া দিগন্ত  খানকির পোলারা সব সময় ভারত পাকিস্তান ব্যাপারে ইন্দন দে,Gender,Hateful,Offensive,Offensive
মাদারচোদ হোল তুইলা নিয়া আইসস,Gender,Hateful,Sexual Harassments,Offensive
ভাই এগুলারে পাবনার মানসিক হাসপাতালে ভর্তি করানো উচিত,Gender,Hateful,Harmful,Harmful
আল জাজিরা  যারা ই মে গনহত্যা বলে খবর করেছিলো  ভুয়া ভিডিও বানাইছিলো  যারা রাজাকারদের ফাসির খবরে সব সময় লিখেছে ইসলামিক লিডার,Gender,Hateful,Propaganda,Propaganda
তুই ইউটিউব থেকে বিদায় নেস না কেন,Gender,Hateful,Offensive,Not Hateful
ভিডিও দেইখা আবেগের বশে পাশের বাড়ির ভাবিয়ে ছড়িয়ে ধরছি,Gender,Hateful,Sexual Harassments,Sexual Harassments
কি সব বাল সাল  সোনিকা ধুর ক্ষ্যাত,Gender,Hateful,Offensive,Offensive
খবিস মাইয়া মাথায় 10 তালা বিল্ডিং নিয়া গুরে,Gender,Hateful,Offensive,Offensive
এই সৌভিক কাউয়া চুদা ছাড়া কি অন্য কোনো আর্টিস্ট নেই,Gender,Hateful,Sexual Harassments,Sexual Harassments
টুয়া তোর মারে বাপ,Gender,Hateful,Violence,Violence
টাকে প্রকাশ্যে ফাসি দেওয়া হোক,Gender,Hateful,Violence,Violence
মাগীরে দেখলেই মেজাজ খারাপ হয়ে যায়,Gender,Hateful,Sexual Harassments,Sexual Harassments
মাগির দাত কিন্তু হলুদ,Gender,Hateful,Offensive,Offensive
তরা পমান করলি তরা বাংলা মাগি,Gender,Hateful,Sexual Harassments,Sexual Harassments
আকাশে ঘুরে বেড়াচ্ছে রাজাকার নাম দিয়ে যাদের কে হত্যা বা ফাসিঁ দেওয়া হয়েছে তাদের আত্যা  সুতারং উপরেও জটিলতা বাড়ছে,Gender,Hateful,Violence,Violence
অসভ্য লম্পট  নোংরা কোথাকার,Gender,Hateful,Sexual Harassments,Sexual Harassments
বস্তাভর্তি মেকাপ নিয়ে বালের কনভারসেশন নিয়া বসছে,Gender,Hateful,Offensive,Offensive
লুচ্চা খানকির পুলা,Gender,Hateful,Offensive,Offensive
মাগি একটা সোজা কথায়,Gender,Hateful,Sexual Harassments,Sexual Harassments
এসব ফালতু দের নিয়ে এসে সেলিব্রেটি বানানোর দরকার নাই,Gender,Hateful,Offensive,Offensive
পূজার ধর্ষকের ফাসি চাই সকল নারী নির্যাতনের বিচার চাই সংখ্যালঘুদের উপর ধর্ম অবমাননার মিথ্যা গুজব রটিয়ে নির্যাতনের সঠিক বিচার চাই  হিন্দুদের নিরাপত্তা চাই  উগ্র মৌলবাদ বন্ধের দাবি জানাই যারা বাংলাদেশের সাম্প্রদায়িক দাঙ্গা লাগিয়েছে সেই সকল মুসলমানদের বিচার ও ফাসি চাই,Gender,Hateful,Harmful,Harmful
জামাতেইসলামী দলের আমীর হিসেবে একটা কলা গাছেরও যদি দায়িত্ব দেয়া হয় তবুও মানবতাবিরোধী আপরাধের দায়ে তাকে ফাসিতে ঝালানো হবে এটা আওয়ামীলীগের পেশা ও নেশায় পরিনত হয়েগেছে ভেবে দেখুন এতো দিন কোন কথা ছিলোনা ঐব্যক্তির বিরুদ্ধ যেমনে দলে আমীর হিসেবে যোগদান করলো তেমনি তাকে মানবতা অপরাধী হিসেবে চিহ্নিত করা হলো এবং তদন্ত নামে মন গড়া তথ্য সংযুক্ত করে শেখানো কথার মামলার সাক্ষী তৈরী করে ভিত্তি হীন সাক্ষ দিয়ে ফাসির রায় বের করে তাকে ফাঁসি দিয়ে মেরে ফেলা হবে এটাই আওমীর মূল লক্ষ উদ্দেশ্য আওয়মীলীগ সরকার জালেম সরকা,Gender,Hateful,Violence,Violence
সিফাত উল্লাহ এগুলো দেখাই ২য় বার হার্টফেল করবে,Gender,Hateful,Violence,Violence
আড়া চোদা রেপার গোরে পুটকি মারতে মন চায়,Gender,Hateful,Sexual Harassments,Sexual Harassments
কোথায় গেল খানকির পোলা মুরগী কবির  শুয়োরের বাচ্চার চোখে এগুলো পড়েনা  হিন্দুদের গায়ে বাতাস লাগলেও মাগির পোলার চেতনায় আঘাত লাগে,Gender,Hateful,Harmful,Harmful
সব বলদের বলদা মার্কা প্রশ্ন,Gender,Hateful,Offensive,Offensive
ওকে ফাসি দিলেও বিচার শেষ হবে না,Gender,Hateful,Violence,Violence
রসরাজ যে এ কাজ করেনি এটা সত্য তবে কেউ হাই কমান্ডের নির্দেশে রাজনৈতিক ফয়দা লোটার জন্য নিরিহ রসরাজ কে ব্যবহার করেছে হিন্দু সম্প্রদায় কে যারা আকরে ধরে রাজনীতিতে চাঙ্গা থাকতে চায় স্পস্টত তারাই এই নীল নকসা সাজিয়েছে এটা যে না বুজতে পারবে তারা নির্বোদ  একটা প্রবাদ আছে না গরু মেরে জুতো দান  তেমনি নিরহ রসরাজ কে ফাসিয়ে সাধারন হিন্দুদের ক্ষতি করে উপাসনালয় ভেঙ্গে এখন এই সম্প্রদায় কে একটা মহল প্রতিশ্রুতি আর দুশমন দমনের মন্ত্র আউরাবে সালা বাংলা সিনেমা যেমন রাজনীতি ও তেমন  ভিলেন এতটা অদৃশ্য থাকে বুঝাই কস্ট,Gender,Hateful,Propaganda,Propaganda
এখনকার পোলাপান রে কিছু কইলে যে কয় তারেই পাগল ভেবে নিজেকে বুদ্ধিমান ভাবতে থাকে,Gender,Hateful,Offensive,Offensive
আজাইরা আলাপ কম কইরা পারলে ভালা কিছু নিয়া কথা কইয়া দেখাইও ফাউল মিয়া,Gender,Hateful,Offensive,Offensive
আওমিলিগ একের পর এক ঘঠনা করে জাছছে প্রমান সহশিকারুতি মিলার পর পর ওকোন বিচার নাই  দল থেকে সুদু বহিসকার  আর বিএন পি জামাত গুম খুন জেল ফাসি সব নিজজা তনের শিখার  এর প্রতিবাদ করার মত কি কেহ নাই  জাতিসংগে এর বিচার চাওয়া হোক,Gender,Hateful,Propaganda,Propaganda
বিভাস খানকির পোলা তোর মারে কাউয়া দিয়া উড়াইয়া চুদি বেশ্যার পোলা চুপ থাক,Gender,Hateful,Sexual Harassments,Harmful
আর আমাদের এই খাইস্টা জাতের মধ্যে তুমিও পড় সো রক্ত ত মিশশা আসেই জিনিস টা,Gender,Hateful,Offensive,Harmful
মিডিয়া মায়ানমার এ আজ জন মুসলমান কে আজ সেনা ও সূচি সরকার হত্যা করসে তোরা সাংবাদিক কুত্তার বাচ্চা রা এর কোনো প্রতিবাদ করস না কেন বাংলাদেশের খানকির পোলা মিডিয়া চুপ করে আসে জারজ মিডিয়া যদি একটা হিন্দু মরত তাহলে কুত্তার বাচ্চা মিডিয়া ঘেউ ঘেউ করে কাঁদ ত,Gender,Hateful,Harmful,Harmful
শামিম এর এক্টিং বডিল্যাংগুয়েজ নির্ভর ভাড়ামী মাত্রাতিরিক্ত,Gender,Hateful,Sexual Harassments,Sexual Harassments
এদের কারনে এলিয়েনরা পৃথিবীতে বেড়াতে আসে না,Gender,Hateful,Offensive,Offensive
তারেক রহমানকে চুরি বিদ্যা শিক্ষা দিয়েছে তার মা খালেদা জিয়া তাই চোর যদি ধরা না দেয় চোরের ওস্তাদকে ধরে জেলে ঢোকান কথায় বলেনা কান টানলে মাথা আসে,Gender,Hateful,Harmful,Offensive
খানকির পুতেরা  কুত্তা দিয়া পুন্দামু মাংগের পোলা,Gender,Hateful,Harmful,Harmful
বিয়ে তো করছে এক মক্কল বেডারে যেন বাইরে বাইরে ইত্রামি করতে পারে,Gender,Hateful,Offensive,Offensive
এগুলা পাগলাগারদ এর বাইরে আসলো কিভাবে,Gender,Hateful,Offensive,Offensive
সংবিধান তোর পোন্দের মধ্য দিমু কাদেইরে হালার পো হালা,Gender,Hateful,Sexual Harassments,Harmful
ঘটনা যদি সত্যি হয়ে থাকে তাহলে তাকে প্রকাশ্যে ফাসিঁ দেয়া দরকার,Gender,Hateful,Violence,Violence
এই মাগীর ফাসির আগে বিষ খেয়ে মরা উচিত,Gender,Hateful,Violence,Violence
