Sample_text,Category,Final Label,Female_biased,Not Female_biased
ওর মতো ছেলেকে গরম তেল গা য়ে ঢেলে মারতে হবে তিল তিল করে,Gender,Offensive, 'Violence', 'Violence'
ওর সোনা কেটে ওর হাতে দেয়া হোক,Gender,Offensive, 'Violence', 'Violence'
ওরাকম ছেলের মেরে ফেলা উচিত,Gender,Offensive, 'Harmful', 'Violence'
ওরে আমার কাছে একটু পাঠিয়ে দেয়। এই বয়সে ওকে ওয়াজ করতে দেয় কেন? ওর খতনা হইছে তো?,Gender,Offensive, 'Offensive', 'Offensive'
ওরে নেন্টা করে চুদে দিলেও ওটা এর কাচে নরমাল হবে কারন ব্যাসসার ঘর থেকে ব্যাসসা ই জন্ম নেয়,Gender,Offensive, 'Offensive', 'Offensive'
ওরে প্যান্ট খুলে সোনায় লাত্থাইয়া বীচি ফাটাইয়া ফালাতে ইচ্ছা করছে,Gender,Offensive, 'Sexual Harassments', 'Offensive'
কচি মেয়ে খাওয়ার অভ্যাসটা কাওউয়া কাদেরের আর গেলো না।,Gender,Offensive, 'Offensive', 'Offensive'
কত বেডার সোদা কাইছে হিতি নিজে ও জানে না,Gender,Offensive, 'Offensive', 'Offensive'
কম হলে জন চুদিছে আখিকে,Gender,Offensive, 'Offensive', 'Offensive'
কয় টাকা লাগবে খেলতে তার ভোদায়,Gender,Offensive, 'Offensive', 'Offensive'
কাকা আপনার চোদা কেউ গাভিন হচ্ছে না কেন,Gender,Sexual Harassments, 'Offensive', 'Offensive'
কাকু তুমারে পাইলে তুমার মুখে সিষার ডালাই দিতাম,Gender,Offensive, 'Offensive', 'Offensive'
কাদিরের মা কে চুদি। এ সব টাকা গুলো জনগনের টাকা। মানুষের টাকা চুরি করে এসকরছে।।,Gender,Offensive, 'Offensive', 'Violence'
কাদেরের মারে চোদি,Gender,Offensive, 'Violence', 'Violence'
কামরুল রিফাতের মায়েরে আজকে চোদিছি,Gender,Offensive, 'Offensive', 'Offensive'
কি বলবো তবে একদিন ওর ছেলে ওরে মারবে,Gender,Offensive, 'Violence', 'Violence'
কি হিংসে হয় আমার মত হতে চাও আমি তর মা কে চুদি,Gender,Offensive, 'Sexual Harassments', 'Violence'
কু পুত্র ওকে ফাঁসি নয় ওকে তিলে তিলে অসয্য যন্ত্রনা দিয়ে মারা হক,Gender,Offensive, 'Violence', 'Violence'
কুতা দিয়া চুদা মিথিলাকে,Gender,Offensive, 'Offensive', 'Offensive'
কে কে পপনকে চুদবেন হাত তুলেন,Gender,Offensive, 'Offensive', 'Offensive'
কেমন ছেলে বাবার গায়ে হাত তুলে আমি হলে ছেলেটাকে মারতাম,Gender,Offensive, 'Violence', 'Violence'
মন্তব্যটি সহিংসতার প্রকাশ করেছে এবং শারীরিক আঘাতের আহ্বান জানিয়েছে।,Gender,Offensive, 'Offensive', 'Offensive'
বক্তব্যে হুমকিসূচক ভাষার মাধ্যমে নেতিবাচক মনোভাব দেখানো হয়েছে।,Gender,Offensive, 'Harmful', 'Offensive'
শারীরিক আঘাতের ইঙ্গিত থাকার কারণে এটি আপত্তিকর।,Gender,Violence, 'Harmful', 'Harmful'
খালাম্মা আপনারা কি একটু চোদা যাইবো বিকিনি কি আর পন তারকা কি বুজাইয়া দিতাম,Gender,Sexual Harassments, 'Sexual Harassments', 'Offensive'
খুব তাড়াতাড়ি মিথিলার অনেক বড় রোগ হবে আল্লাহর তরপ থেকে।,Gender,Offensive, 'Harmful', 'Harmful'
গনো ধোলাই দাও ছেলেকে,Gender,Offensive, 'Sexual Harassments', 'Offensive'
ঘৃণা করি ওনার মেয়েকে লাথি মারি ওনার মেয়ে র মুখে,Gender,Offensive, 'Violence', 'Violence'
চুদা খাওয়া নাইকা,Gender,Offensive, 'Offensive', 'Offensive'
চুদে চুদে ওর গুদের রস সব শুকিয়ে পেলানো উচিত,Gender,Offensive, 'Offensive', 'Offensive'
চুদে চুদে বুনি টিপে ভোদা চেটে চেটে ফাটিয়ে ফেলেছে হায় হায় কয় কি,Gender,Offensive, 'Offensive', 'Offensive'
চৈতালি চুদে দিয়ে হাত তালি,Gender,Offensive, 'Offensive', 'Offensive'
চৈতালি রায় কে চুদার দরকার,Gender,Offensive, 'Offensive', 'Offensive'
চোদা যাবে রেশমি,Gender,Sexual Harassments, 'Offensive', 'Offensive'
চ্যানেল এডমিন তোর মা কে কাও চোদে,Gender,Offensive, 'Offensive', 'Offensive'
ছেলে টাকে জুতো পিটা করা দরকার,Gender,Offensive, 'Harmful', 'Violence'
ছেলে টিকে দইরা মাইরা ফালানো উচিত,Gender,Offensive, 'Harmful', 'Offensive'
ছেলেকে জুতো দিয়ে মার দরকার,Gender,Offensive, 'Violence', 'Violence'
ছেলেকে পাইলে আমি ওরে মেরে ফেলবো ওকে মেরে কুত্তা দিয়া খাওয়ানো দরকার,Gender,Offensive, 'Violence', 'Violence'
ছেলেদের যেভাবে অপমান করছে।।আমি জাজদের চুদি,Gender,Offensive, 'Offensive', 'Offensive'
জন্ম গত সমস্যার কারনে মিন্নীর এমন অবস্হা মিন্নী কে এন কাউন্টারে ফেলা দরকার।,Gender,Offensive, 'Offensive', 'Offensive'
জবাকে আমি চুদব,Gender,Offensive, 'Harmful', 'Offensive'
জবাকে গোয়া মারা জাবি,Gender,Offensive, 'Violence', 'Violence'
জবার আমি চুদতাম,Gender,Offensive, 'Offensive', 'Offensive'
জবার গুদ মারতে কত রুপী পরের ভিডিওতে জানিয়য়ে দিবেন দাদা,Gender,Offensive, 'Violence', 'Violence'
জাজাদের দুধ টিপে মারা উচিৎ,Gender,Offensive, 'Harmful', 'Offensive'
জারা বাজে কমেন্ট করলে আসলে তদের মাকে জিগাস করিস তদের মাকি চুদা খেয়েচে কত জনের,Gender,Offensive, 'Harmful', 'Harmful'
জিবনে প্রথম তর বুদাটাকে দুই ট কাঁচামরিচ দিমু,Gender,Offensive, 'Offensive', 'Offensive'
জুতা পিটা করো রানুকে,Gender,Violence, 'Violence', 'Violence'
জুতা মদির কপালে,Gender,Violence, 'Offensive', 'Offensive'
জুতা মার তালে তালে পাপনের গালে,Gender,Offensive, 'Violence', 'Violence'
জুতা মার সাকিব কে,Gender,Offensive, 'Violence', 'Violence'
জুতা মারি পাপনের কপাল,Gender,Offensive, 'Violence', 'Violence'
জুতাপেটা করা দরকার দেওয়ানবাগীর,Gender,Violence, 'Offensive', 'Offensive'
ঝমুনার মাকে চুদি চ্যানেল তুর মাকে চুুদি,Gender,Offensive, 'Harmful', 'Offensive'
টাকা তোর গুদের ভেতর দিব,Gender,Offensive, 'Offensive', 'Offensive'
টাকা তোর মায়ের ভোদায় দিবো,Gender,Offensive, 'Offensive', 'Offensive'
ঠাটা পরবে দুধের উপর তোর বেয়াদব মহিলা আগেও খারাপ ছবি করছে আর এখন খারাপ ভাবে সাংবাদিক এর সামনে আসছে,Gender,Offensive, 'Offensive', 'Offensive'
ডিসির বৌ এখন খুব সুবিধা পাবে পর পুরুষের সাথে চুদাচুদি করতে পারবে,Gender,Offensive, 'Sexual Harassments', 'Offensive'
তকেচুদে বুদা ফাটিয়ে দেব,Gender,Offensive, 'Violence', 'Violence'
তর বগবানের ধনটা কাইট্টে তর মার সোনাদে ডুকাইয়া দিমু,Gender,Offensive, 'Harmful', 'Harmful'
তর মা রে কুতা দিয় চুদা,Gender,Offensive, 'Harmful', 'Offensive'
তর মাইরে চুদি,Gender,Offensive, 'Offensive', 'Offensive'
তর মার বিতর হানদায়া দিমু,Gender,Offensive, 'Harmful', 'Offensive'
তর মারে খেলছে,Gender,Offensive, 'Violence', 'Violence'
তর মারে চুদার কবর কও,Gender,Offensive, 'Violence', 'Violence'
তর মারে চুদি,Gender,Offensive, 'Violence', 'Violence'
তর মারে চুদি তই জানস,Gender,Offensive, 'Violence', 'Violence'
তর মারে চুদি তরে ও চুদি তর বুনরে চুদি,Gender,Offensive, 'Harmful', 'Violence'
তর মারে চুদি বেশি বেশি ভিউ তর মার মাংগের ভিতরে ডুকা তর মারে চুদি,Gender,Offensive, 'Violence', 'Violence'
তর মারে চোদি নাম বলস না কেন,Gender,Offensive, 'Offensive', 'Violence'
তরমারে চুদছে,Gender,Offensive, 'Offensive', 'Offensive'
তরে চুদি তর বোনকেও চুদি,Gender,Offensive, 'Harmful', 'Offensive'
তরে চোদতে কত লাগবে,Gender,Offensive, 'Offensive', 'Offensive'
তাই বোদাত মরিচের গুড়া দেওয়া দরকার,Gender,Offensive, 'Harmful', 'Offensive'
তারে ভাই কেউ আছড়াইয়া মাইরালায় না কেন,Gender,Offensive, 'Offensive', 'Offensive'
তারেক জিয়া তুরে চুদেছে,Gender,Offensive, 'Offensive', 'Offensive'
তাসকিনকে জুতামারা উচিত,Gender,Offensive, 'Offensive', 'Offensive'
স্টাবস-কোয়েটজিরা যখন জুটি বাঁধেন ২৬ বলে ৩৯ রান দরকার দক্ষিণ আফ্রিকার।,Gender,Not Hateful, 'Offensive', 'Offensive'
নাজমুল হোসেনকে অধিনায়ক রেখেই আজ ওয়েস্ট ইন্ডিজের বিপক্ষে দুই টেস্টের সিরিজের জন্য ১৫ সদস্যের বাংলাদেশ দল ঘোষণা করেছে বিসিবি।,Gender,Not Hateful, 'Harmful', 'Harmful'
আঙুলের চোটের কারণে দলে নেই মুশফিকুর রহিম।,Gender,Not Hateful, 'Offensive', 'Offensive'
সিরিজের সর্বশেষ টেস্টের দলে থাকা হাসান মাহমুদ ও নাহিদ রানার সঙ্গে তাসকিন ও শরীফুলকে ফিরিয়ে চার পেসার নিয়ে দল সাজিয়েছে নির্বাচক কমিটি।,Gender,Not Hateful, 'Offensive', 'Offensive'
এই ছবিতে অজয় দেবগন ও আমির খান প্রথম একসঙ্গে অভিনয় করেন।,Gender,Not Hateful, 'Offensive', 'Offensive'
অন্তর্বর্তী সরকারের উপদেষ্টা হিসেবে শপথ নিলেন নির্মাতা মোস্তফা সরয়ার ফারুকী।,Gender,Not Hateful, 'Harmful', 'Offensive'
স্পেনের ক্লাবের কোচ হলেন ম্যারাডোনার ছেলে,Gender,Not Hateful, 'Offensive', 'Offensive'
প্রথমবারের মতো মহাকাশ ঘুরে এলেন সেই মা ও মেয়ে,Gender,Not Hateful, 'Offensive', 'Offensive'
ছেলেকে নিয়ে সিডনি ক্রিকেট গ্রাউন্ডে শাবনুর,Gender,Not Hateful, 'Offensive', 'Offensive'
আমার ছেলে ক্রিকেট খেলা খুব পছন্দ করে। তাই সকাল সকাল বেরিয়ে পড়েছি খেলা দেখতে।,Gender,Not Hateful, 'Not Hateful', 'Offensive'
২০১৭ থেকে ২০২১ সাল পর্যন্ত ট্রাম্পের প্রথমবার প্রেসিডেন্ট হওয়ার স্মৃতি এখনো বার্লিনের কাছে খুব স্পষ্ট।,Gender,Not Hateful, 'Offensive', 'Offensive'
এনিলা তানজুম। অভিনেত্রী ও মডেল। এনটিভিতে প্রচার শুরু হয়েছে তাঁর অভিনীত নাটক ‘ঘরের শত্রু বিভীষণ’।,Gender,Not Hateful, 'Offensive', 'Offensive'
আফরান নিশো ভাইয়া আপনিই বেস্ট,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাইয়া তোমাদের আমার খুব ভালো লাগছে,Gender,Not Hateful, 'Offensive', 'Offensive'
নিশু ভাই ত আমার পছন্দের একটি অসাধারন মানুষ,Gender,Not Hateful, 'Offensive', 'Offensive'
ভালো লাগছে অসাধারণ হয়েছে নিসো ভাই,Gender,Not Hateful, 'Offensive', 'Offensive'
"অনিক ভাই সময়কে সঠিক কাজে লাগাতে হয়,সুযোগ নয়!",Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই কেরেকটারটা এমন-ই ছিলো গল্পটা খুব ভালো লাগছে,Gender,Not Hateful, 'Offensive', 'Offensive'
তিশার অভিনয় অনেক সুন্দর হইছে।,Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
তানজিলা আপুকে অনেক অনেক ধন্যবাদ,Gender,Not Hateful, 'Offensive', 'Offensive'
কেমন হইছে নাটকটা বন্ধুরা?,Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
সেরা ভাই সেরা অনেক ভালো একটা নাটক।,Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
ভাইয়া এবং আপুর অভিনয় অনেক বাস্তবিক।,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই আপনার নাটক আমি দেখিনাই আমার জানা মতে আর নাই ইউটুবে বেস্ট জুটি,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই অভিনেতা হিসাবে সেরা আবারও প্রমান হয়ে গেল,Gender,Not Hateful, 'Offensive', 'Offensive'
নাটকের পরিচালক ভাইদের কে অনেক অনেক ধন্যবাদ এত সুন্দর করে বাংলা নাটক গুলো উপহার দেওয়ার জন্য,Gender,Not Hateful, 'Offensive', 'Offensive'
দাদার নাটক গুলো খুবই ভালো লাগে,Gender,Not Hateful, 'Offensive', 'Offensive'
তিশার অভিনয় অনেক ভালো হয়েছে,Gender,Not Hateful, 'Offensive', 'Offensive'
আপু খুব ভালো অভিনয় করেছে,Gender,Not Hateful, 'Offensive', 'Offensive'
অসাধারণ ছিল ভাই,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই ভালোবাসা নিরন্তর আপনার মত গুনি অভিনেতা খুব কম।,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাইকে অনেক ধন্যবাদ,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাইয়া তুমিতো পুরা ফাটাইয়া দিছো...দারুণ অভিনয় করছো,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাইয়ের নাটকে নতুন চমক থাকবেই ... অসাধারণ গল্প,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই সুপার নাটক করেন আপনি।,Gender,Not Hateful, 'Offensive', 'Offensive'
নাটক টা খুব ভালো লাগলো মিথিলাকে,Gender,Not Hateful, 'Offensive', 'Offensive'
আরিয়ান ভাইয়ার প্রত্যেকটা নাটকই একটা থেকে অন্যটা আলাদা। উনার প্রতিটা নাটকই অসাধারন।,Gender,Not Hateful, 'Offensive', 'Offensive'
অপূর্ব মানে আসাধারন কিছু একটা,Gender,Not Hateful, 'Offensive', 'Offensive'
আরিয়ান কে স্যালুট এত সুন্দর টেলিফিল্ম উপহার দেয়ার জন্য ।,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাইয়া আপনাকে অনেক ধন্যবাদ এতো সুন্দর একটা নাটক উপহার দেওয়ার জন্য,Gender,Not Hateful, 'Offensive', 'Offensive'
"ভাই তুমি কোন দিন ফিল্ম করো না কারন তুমি নাটক থেকে চলে গেলে আমার নাটক দেখা বন্দ হয়ে যাবে তোমার কারনেই নাটক দেখি,আর কারও নাটক দেখি না.",Gender,Not Hateful, 'Offensive', 'Offensive'
আপুর অভিনয় খুভি সুনদর,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাইয়ের অভিনয় টা অসাধারন হইছে,Gender,Not Hateful, 'Offensive', 'Offensive'
তিশা ও ইরফান দুইজন অসাধারণ অভিনয় করছে ।,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই এর দেখা সেরা নাটক!,Gender,Not Hateful, 'Offensive', 'Offensive'
এমন মিষ্টি বউ থাকলে জীবনে আর কি লাগে!,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই এর এই ঈদে সেরা নাটকের একটি,Gender,Not Hateful, 'Offensive', 'Offensive'
ছেলে দুটো তো জিনিয়াস।,Gender,Not Hateful, 'Offensive', 'Offensive'
"ছেলে দুইটা শাহানাজ খুশির যমজ ছেলে,",Gender,Not Hateful, 'Offensive', 'Offensive'
খুশি ম্যাডাম ইজ বেস্ট।,Gender,Not Hateful, 'Offensive', 'Offensive'
দাদা আপনি অসাধারণ একটি জিনিস,Gender,Not Hateful, 'Offensive', 'Offensive'
দিপু হাজরা আর বৃন্দাবন দাস জুটি অসাধারণ কাজ।,Gender,Not Hateful, 'Offensive', 'Offensive'
ছেলে দুইটা দারুন অভিনয়,Gender,Not Hateful, 'Offensive', 'Offensive'
তরপরো বলছি দাদা আপনাকে ধন্যবাদ।,Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
অনেক অনেক ধন্যবাদ আপনাকে হাসান ভাই আমাদেরকে এমন সুন্দর নাটক উপহার দেয়ার জন্য,Gender,Not Hateful, 'Offensive', 'Offensive'
অসাধারন নাটক রিয়াজ ভাইের দেখার মতো,Gender,Not Hateful, 'Offensive', 'Offensive'
রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না,Gender,Not Hateful, 'Offensive', 'Offensive'
"অসাধারণ টেলিফিল্ম, অসাধারণ রিয়াজ ভাই",Gender,Not Hateful, 'Offensive', 'Offensive'
বড় ছেলে দেখার পর থেকে আমি বাংলাদেশী নাটকের প্রেমে পড়ে গেছি।,Gender,Not Hateful, 'Offensive', 'Offensive'
তিশার চোখে চমক আছে,Gender,Not Hateful, 'Offensive', 'Offensive'
অন্যরকম .. ভালো লাগলো ..❤️,Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
"হিরো আলম তুমি এগিয়ে চলো, আমরা আছি তোমার সাথে।",Gender,Not Hateful, 'Offensive', 'Offensive'
ঐ মহিলা খুবই চালাক,Gender,Not Hateful, 'Offensive', 'Offensive'
রিয়েল হিরো,Gender,Not Hateful, 'Offensive', 'Offensive'
জয় ভাই প্রোগ্রামের টিআরপি বাড়ানোর জন্য এতসব পাগলামি করে। এগিয়ে যান অনন্ত ভাই।,Gender,Not Hateful, 'Offensive', 'Offensive'
"ওরে বাবা! কী বিশাল বোঝা মাথায় তুলেছে। হয়েছে, অনেক হয়েছে।",Gender,Not Hateful, 'Offensive', 'Offensive'
সাবাশ হিরো আলম আলম,Gender,Not Hateful, 'Offensive', 'Offensive'
আমার বাবা বীর মুক্তিযোদ্ধা মোঃ আবুল কাসেম এর পক্ষ থেকে মহান বিজয় দিবসের শুভেচ্ছা ও অভিনন্দন ।,Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
তামিমের চেহারা অনেকটা ইলিয়াস কাঞ্চনের মত হয়েছে দেখতে...,Gender,Not Hateful, 'Offensive', 'Offensive'
আলহামদুলিল্লাহ বেগম জিয়া আছেন এবং থাকবেন এদেশের কোটি মানুষের অন্তরে.,Gender,Not Hateful, 'Offensive', 'Offensive'
"স্যালুট টাইগার সাকিব আল হাসান। আজ  দেশের মানুষের পাশে আপনি দাড়িয়েছেন। আপনার স্মৃতিময় ব্যাট বিক্রি করেছেন এ দেশের মানুষের জন্য, এ দেশের মানুষের কাছে আপনি কখনো বিস্মৃত  হবেন না। আপনি আবার মাঠে ফিরে আসুন স্বমহিমায়।",Gender,Not Hateful, 'Harmful', 'Harmful'
ছোট ভাই একটু কষ্ট করে ইউটিউব নিজের আইডি তে আপ করো তা হলে দেখতে এবং শুনতে পারবো নিজের মনে করে এতে তোমার দিক থেকে তুমি ভালো করবে এখন থেকে একটু ইউটিউবার হতে মনোযোগ দাও আর কোন ধরনের পরামর্শ লালে ইন বক্সে করো আমাকে  । ধন্যবাদ ভাই আমার,Gender,Not Hateful, 'Offensive', 'Offensive'
বাবার মতোই ।,Gender,Not Hateful, 'Offensive', 'Offensive'
আপা আরেকটা অডি গাড়ি কবে লইবেন??,Gender,Not Hateful, 'Offensive', 'Offensive'
জয় ভাই যে ভাবে বলে দিয়েছেন সে ভাবে ই হবে।,Gender,Not Hateful, 'Offensive', 'Offensive'
মাশারাফির প্রিয় রং সাদা,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই আপনিও ভালো থাকুন।,Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
"ছোট্ট মেয়েটি আজ কত বড় হয়ে গেছে, বাবা মেয়ের ভালবাসা অবিরাম   ",Gender,Not Hateful, 'Offensive', 'Offensive'
"মেয়েদের কমেন্টে লাইক পড়ছে হাজার, শত শত। আমি এত সুন্দর কমেন্ট করলাম আমার কমেন্টের একটাও লাইক নাই। এটা আমার প্রতি অবিচার। ",Gender,Not Hateful, 'Offensive', 'Offensive'
দেশনেত্রী বেগম খালেদা জিয়া জীপে না চড়ে প্রাইভেট কারে উঠে ঝুলবাজদের কবল থেকে কিছু সময়ের জন্য অন্তত নিজেকে সুরক্ষা করেছেন।,Gender,Not Hateful, 'Offensive', 'Offensive'
মীর শওকত আলী রাইট,Gender,Not Hateful, 'Offensive', 'Offensive'
আপু আপনার এই ছবিটা সত্যিই অনেক অনেক সুন্দর হইছে। আপনি সত্যিই অনেক অনেক সুন্দরী। আপনার ক্যামেরা ফেস খুবই চমৎকার। আমি বাংলাদেশে আপনার মতো এত নাইস ক্যামেরা ফেসের কোন মেয়ে এখনও পর্যন্ত দেখিনি। আপনার জন্য অনেক অনেক শুভকামনা ও দোয়া রইল আপু।,Gender,Not Hateful, 'Offensive', 'Offensive'
বাংলাদেশের সেরা খেলাড়ি মিঃ সাকিব,Gender,Not Hateful, 'Offensive', 'Offensive'
মিথিলা তোমার বাবা কেমন আছেতোমার বাবা নানা হবে কখন,Gender,Not Hateful, 'Offensive', 'Offensive'
শেখ হাসিনার ছালাম নিন নৌকা মার্কায় ভোট দিন,Gender,Not Hateful, 'Offensive', 'Offensive'
ধন্যবাদ জনাব হিরো আলম আপনার এই সাহসি বক্তব্য দেওয়ার জন্য। এইসব অশিক্ষিত ও অপদার্থ গুলার জন্য আজকে চলচিত্রের এই অবস্থা।,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই আপনার সঠিক সুন্দর আলোচনার জন্য অনেক অনেক ধন্যবাদ।,Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
মিথিলার বোন,Gender,Not Hateful, 'Offensive', 'Offensive'
"ভাই আপনার ফার্মের শ্রমিকদের বেতন নিয়ে যে সংবাদ বের হলো তা কি সত্যি,আমরা আপনাকে আইকন মানি,প্লিজ তা একটু ক্লিয়ার করে দিবেন।",Gender,Not Hateful, 'Offensive', 'Offensive'
"আসসালামুআলাইকুম প্রিয় নেতা, আন্তরিক অভিনন্দন ও শুভেচ্ছা রইল। ",Gender,Not Hateful, 'Not Hateful', 'Not Hateful'
সুন্দরী আপু এতদিন কোথায় ছিলে,Gender,Not Hateful, 'Offensive', 'Offensive'
"ব্রাদার,,আপনি কি বাংলাদেশে একটি আন্তর্জাতিক মানের হাসপাতাল বানানোর উদ্যোগ নিতে পারেন না??",Gender,Not Hateful, 'Offensive', 'Offensive'
"ব্রাদার আগে শ্রমিকের বেতন পরিশোধ করেন, আপনাকে দেশের জন্য ভালোবাসি এবং বাসবো,, গত ২৪ ঘন্টায় আক্রান্ত ৪৩৪ জন,  মৃত্যু ৯ জন।",Gender,Not Hateful, 'Violence', 'Violence'
"ভাই, একটা প্রাইভেট জেট কিনে ফেলেন। আমাদের দেশে একজন প্রাইভেট জেট ওয়ালা স্টার থাকবে না, তা কি হয়???",Gender,Not Hateful, 'Offensive', 'Offensive'
"দারুন হয়েছে ভাই হিরো আলম, তুমি আগিয়ে যাও সারা বাংলা আছে তোমার পেছনে। তুমিই হবে বাংলার শাহরুখ খান।",Gender,Not Hateful, 'Offensive', 'Offensive'
ড.কামাল আপনার দাদা ও মায়ের এক সময়ের ঘনিষ্ঠ বন্ধু বা সহোচর।যার পাওনা তাকে না বুঝিয়ে দিয়ে উল্টো তাকে হেনস্তা করেন স্যাটেলাইট দিয়ে।,Gender,Not Hateful, 'Offensive', 'Offensive'
"ভাই আপনার অনেক টাকা আছে, আপনি বাংলাদেশের এক নম্বর নায়ক, আপনি গরীবের জন্য কিছু করেন",Gender,Not Hateful, 'Offensive', 'Offensive'
লাভ ইউ ম্যাশ ❤,Gender,Not Hateful, 'Offensive', 'Offensive'
ভাই এই ছেলেরে বাচান,Gender,Not Hateful, 'Offensive', 'Offensive'
হিরো আলম তুমিই রাইট।সততা দিয়ে এগিয়ে যাও।,Gender,Not Hateful, 'Offensive', 'Offensive'
জীবন্ত কিংবদন্তী মাশরাফি ভাই। ভালোবাসি সবসময়।♥,Gender,Not Hateful, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
,,, 'Offensive', 'Offensive'
